HD140840,10500.0,18.0315,98.5415,0.427,0.1193,0.184,99.263224,97.340796,7.0471,417.0804,0.2009,0.5574,0.6716,419.339927,412.573016
HD141254,7000.0,22.8703,79.3361,0.2274,0.1612,0.0437,83.089379,75.412053,22.0853,462.9468,0.358,0.8067,0.3452,474.610674,452.127665
HD141327,10500.0,20.9906,78.7987,0.4756,0.0015,0.7872,81.936969,77.32751,12.0625,357.4159,0.1628,0.0066,0.2534,361.049861,350.056591
HD142139,9000.0,17.841,120.4113,0.4086,0.0879,0.0517,125.897749,120.506106,6.8019,492.1569,0.5676,0.388,0.2978,533.338401,491.354981
HD143675,8250.0,10.3576,129.9924,0.1371,0.3579,0.0008,131.236338,129.541254,3.4337,375.883,0.1069,0.5223,0.3022,378.785997,372.280124
HD144587,8750.0,6.3722,164.5014,0.3566,0.0027,0.8765,165.227278,161.681664,6.3469,574.3287,0.3086,0.5715,0.3969,580.820944,570.114555
HD144981,9750.0,5.3164,193.3332,0.4405,0.0999,0.8594,195.940698,187.559266,19.8099,581.3569,0.3228,0.3222,0.7639,588.073447,576.41505
HD145263,7250.0,11.6218,172.5542,0.9458,0.0171,0.1535,173.046105,171.969276,12.1731,765.8541,0.1595,0.1174,0.244,770.816009,761.246046
HD145554,10000.0,20.5983,119.2469,0.7301,0.0037,0.7315,120.250206,116.902613,11.0729,359.8203,0.4713,0.3355,0.2997,367.563203,358.68607
HD145631,10000.0,24.3912,252.2133,0.5721,0.1268,0.4369,254.150849,248.923121,10.8903,100.5028,0.5183,0.9488,0.721,104.203253,100.293224
HD145689,9000.0,14.8363,132.0836,0.2539,0.0259,0.4241,131.053486,125.867777,19.9244,651.1121,0.8467,0.0219,0.4534,632.235495,611.75084
HD145972,7250.0,2.2013,87.4166,0.4614,0.139,0.631,91.327008,86.249909,11.8695,468.2738,0.0593,0.1949,0.8953,477.426835,458.558396
HD146606,10000.0,2.9431,70.1728,0.2607,0.0059,0.7379,71.154394,67.911358,6.5989,308.3474,0.2053,0.0109,0.7689,311.602579,300.208832
HD146897,6750.0,6.4476,98.3299,0.2105,0.022,0.6054,98.157228,96.369126,16.6918,284.4016,0.8243,0.0879,0.094,276.896829,265.28962
HD147010,10500.0,23.9971,196.2052,0.3217,0.2153,0.1157,197.536573,193.17393,11.2148,104.0969,0.198,0.4081,0.6755,104.82474,100.209709
HD147137,9000.0,14.2948,117.8407,0.1523,0.2899,0.1571,120.249433,114.877929,6.5704,239.1703,0.0052,0.4484,0.6159,245.389967,231.41836
HD147594,5750.0,6.2267,81.2862,0.89,0.0014,0.1325,92.266488,67.871569,24.6415,402.4621,0.5132,0.0466,0.3516,419.952387,383.229922
HD151109,11500.0,12.1263,96.6731,0.8715,0.1134,0.0908,98.143745,95.997218,8.0597,269.0181,0.4253,0.0691,0.7483,274.008651,266.280865
HD15407,7000.0,0.8723,146.3019,0.0173,0.0225,0.1952,146.327139,144.261575,20.4097,999.6423,0.865,0.0012,0.4183,994.031352,988.454567
HD15745,7250.0,10.6058,86.6821,0.5987,0.0102,0.699,87.244205,86.07363,3.4699,155.5399,0.1212,0.0037,0.7761,157.618061,153.398693
HD157728,7750.0,10.9357,103.2059,0.2501,0.0041,0.5727,104.044326,102.43641,23.6899,480.8797,0.9893,0.0355,0.476,485.290784,475.872112
HD159492,8250.0,7.0187,122.1641,0.4185,0.0453,0.2521,123.223236,121.193884,4.0569,298.2135,0.3934,0.0047,0.5144,300.409917,295.786865
HD164029,5000.0,10.7232,70.0812,0.6865,0.5795,0.1982,71.655043,65.019614,29.8916,801.8265,0.9911,0.0008,0.7039,804.290691,784.367287
HD169022,10000.0,15.9327,141.9014,0.6316,0.0777,0.1146,145.830291,141.337182,8.3106,888.8639,0.2015,0.9961,0.216,883.769454,868.826192
HD169666,6750.0,6.9114,157.5437,0.1082,0.0742,0.048,158.180176,156.151204,11.4522,756.0842,0.3519,0.5973,0.6298,773.829762,754.527179
HD172555,8250.0,23.9018,216.461,0.6927,0.0105,0.4248,217.207867,215.911848,1.6601,670.9056,0.2208,0.0994,0.6248,677.00595,669.597999
HD17848,9000.0,7.1228,78.2868,0.7391,0.5645,0.0657,79.720623,76.962858,15.2655,740.3284,0.4116,0.7173,0.3263,748.548936,734.893121
HD181327,6750.0,6.2496,81.8966,0.752,0.0233,0.3322,82.696824,81.525942,5.6602,338.8969,0.2056,0.3803,0.0337,340.75196,331.375572
HD182919,10000.0,11.237,101.9793,0.4433,0.0236,0.1209,105.937703,100.614386,12.118,279.9974,0.4253,0.3051,0.0682,286.59522,276.697141
HD184930,16000.0,22.294,119.9208,0.2222,0.1229,0.5141,148.743998,113.940072,23.4906,690.5651,0.396,0.8001,0.6703,739.724735,662.919984
HD191089,7000.0,6.634,99.3347,0.9883,0.0131,0.1841,100.202949,98.368115,22.2687,243.6601,0.712,0.0666,0.641,232.688017,220.79035
HD191174,9250.0,7.4742,117.8543,0.6802,0.0056,0.3942,120.952895,113.650423,6.9243,456.9931,0.9191,0.0279,0.2128,467.286756,433.526966
HD221853,7000.0,7.2037,89.4758,0.0023,0.0271,0.234,90.240845,88.66678,24.1596,101.3657,0.8099,0.3703,0.8431,106.98018,100.211303
HD23267,10000.0,8.8494,216.3078,0.5725,0.0007,0.3667,219.90692,216.129098,10.4806,115.0661,0.192,0.0002,0.4279,117.615466,111.475109
HD24141,8250.0,20.0164,99.858,0.9366,0.0121,0.0983,100.418125,95.625122,6.7133,310.3934,0.2205,0.0001,0.6588,308.84172,297.403965
HD24966,9750.0,6.3364,92.6841,0.8315,0.0596,0.1688,92.165324,90.560246,11.427,455.8608,0.2281,0.0247,0.0965,449.161673,437.773111
HD3003,9500.0,6.9619,163.0335,0.269,0.3001,0.0362,163.719014,162.046666,9.7419,710.5583,0.7558,0.0423,0.6691,714.036458,708.834687
HD32297,8000.0,9.97,91.6679,0.5114,0.1023,0.57,92.151187,90.984697,10.1888,312.1194,0.3522,0.1189,0.036,314.267736,309.253788
HD34324,9250.0,6.8262,39.3347,0.4313,0.3842,0.6224,44.338472,39.352783,11.0147,150.4701,0.8837,0.101,0.145,152.553302,146.726065
HD35150,8500.0,4.3937,137.3302,0.366,0.0017,0.7638,142.450322,133.832056,21.7661,451.6705,0.3514,0.0311,0.3258,464.674604,437.589271
HD37286,8750.0,7.1972,143.2315,0.0478,0.1782,0.0078,145.969709,142.395484,7.0267,506.6122,0.8753,0.6271,0.4109,510.01837,498.642275
HD37306,9500.0,7.1554,107.3566,0.1832,0.007,0.1007,108.254049,105.564436,6.0676,606.3351,0.1914,0.397,0.28,612.090347,600.74998
HD37564,7750.0,6.6711,156.5876,0.4843,0.008,0.6437,156.77696,152.143416,28.0848,953.2317,0.8269,0.4792,0.5923,916.333386,883.961439
HD38206,10500.0,22.1974,85.074,0.4593,0.0075,0.4002,88.355807,83.30377,4.8116,369.833,0.8121,0.0022,0.6778,375.845442,359.564429
HD40540,8250.0,10.6343,87.4646,0.9041,0.0122,0.0895,87.603568,84.798757,10.0118,373.3169,0.5019,0.0351,0.1832,367.37121,353.058674
HD5267,10000.0,10.6835,79.7739,0.7074,0.2438,0.0611,81.478236,77.13538,7.7129,536.7774,0.129,0.0022,0.5095,545.561149,524.823428
HD53842,6750.0,15.818,131.2517,0.0514,0.5736,0.0016,135.060554,129.636427,14.6396,397.4361,0.5681,0.191,0.7759,411.583965,392.613732
HD6798,9250.0,5.1963,89.2417,0.8253,0.0375,0.2076,91.877139,88.139985,7.1306,257.2388,0.4736,0.0287,0.4581,265.505582,251.381848
HD68420,9000.0,18.4574,98.7716,0.4332,0.1464,0.0756,99.193594,91.435629,24.2594,406.2752,0.2022,0.0027,0.1186,413.840465,389.496159
HD69830,5500.0,13.2618,211.4288,0.0215,0.0007,0.0697,212.426386,210.321675,1.7289,406.0581,0.9847,0.2873,0.7585,409.06488,403.398326
HD71043,9750.0,7.7952,131.7234,0.7925,0.005,0.0006,130.466686,118.092367,10.7883,423.9374,0.132,0.0255,0.2533,423.505538,402.33898
HD71155,10000.0,4.3958,76.1535,0.3934,0.1065,0.3007,86.322962,75.212804,4.2976,280.6231,0.2624,0.0065,0.6818,300.700541,280.295293
HD74873,9250.0,26.6229,128.4485,0.1018,0.0425,0.9123,131.992376,126.862654,6.9254,489.9514,0.0578,0.3672,0.3863,518.362822,477.966157
HD75416,13000.0,16.3915,196.7914,0.1793,0.0887,0.8075,192.082026,188.245801,19.4352,469.3909,0.2222,0.1144,0.4736,465.239413,451.907037
HD84870,8500.0,7.1246,67.1183,0.428,0.9394,0.1122,68.901668,64.983024,15.1427,553.4184,0.1886,0.4234,0.6744,561.904917,545.780845
HD86087,10500.0,6.7997,94.7174,0.6676,0.0517,0.1113,95.496331,92.216686,5.7385,476.0197,0.9237,0.0577,0.1569,483.131522,467.83145
HD98363,9000.0,27.6487,291.7939,0.9751,0.0067,0.4584,293.489435,291.437203,3.8982,109.3212,0.3228,0.0788,0.5024,111.985251,108.810645
ZetaLep,9750.0,15.3297,141.0189,0.0806,0.0066,0.5189,141.829643,140.445807,6.7614,447.836,0.3959,0.0173,0.3354,456.155804,443.855568
ID8,5750.0,4.5489,76.6092,0.3164,0.3556,0.8914,80.377256,76.805571,1.4415,382.6172,0.6144,0.0013,0.6803,385.691835,379.918246
