HD127750,1.7612075
HD127762,2.1016306
HD127821,0.57785334
HD127862,0.42548017
HD128207,4.0802324
HD128311,0.18729082
HD129490,0.69503304
HD129590,0.73707938
HD130322,0.23358536
HD130819,0.72009944
HD13161,2.8314109
HD131625,2.3244123
HD131835,1.0096493
HD132238,4.201316
HD13246,0.45203373
HD132742,3.8060468
HD132950,0.16664169
HD133075,1.270988
HD133803,0.72455147
HD134888,0.62636799
HD135379,1.3825842
HD135454,2.3332882
HD135599,0.21950576
HD135953,0.67036795
HD136246,1.7585194
HD136347,2.1522806
HD136482,2.2972975
HD136664,14.377631
HD137015,1.8121462
HD137057,1.1232867
HD137119,1.145639
HD137372,1.6436905
HD138296,0.89673565
HD138398,1.4403911
HD138813,1.8368932
HD138923,2.6134104
HD138965,1.2324442
HD139323,0.23127921
HD139450,0.4091367
HD139664,0.59948735
HD140374,0.67371284
HD1404,1.7275764
HD140775,3.226137
HD140817,2.0920968
HD140840,1.4587876
HD141011,0.52980755
HD141254,0.64383829
HD141327,2.435413
HD141378,1.2143691
HD141521,0.71215484
HD141943,0.56185308
HD142139,1.4481746
HD142184,1.52E-15
HD142315,2.3564596
HD142446,0.82502157
HD142908,1.1520438
HD143538,0.59124131
HD143675,1.0094081
HD143811,0.64968662
HD143894,1.8518659
HD143939,2.8048023
HD144548,0.67603188
HD144587,1.1211641
HD144713,0.96464039
HD144729,0.69324141
HD144981,1.8691018
HD145229,0.3263693
HD145263,0.64748748
HD145357,1.234953
HD145554,1.896887
HD145560,0.65366811
HD145631,1.90175
HD145689,1.1768062
HD145880,2.0356988
HD145964,1.9247012
HD145972,0.65757938
HD1461,0.3831196
HD146181,0.64994593
HD1466,0.40110875
HD146606,1.730462
HD146624,1.5749032
HD146897,0.67981307
HD147001,3.2511361
HD147010,2.8569471
HD147137,1.1837874
HD147594,0.64996382
HD148657,1.4008189
HD150378,2.1684955
HD15060,1.0234672
HD150682,1.0057763
HD150697,0.88039744
HD150706,0.33345128
HD151044,0.4549867
HD151109,3.988823
HD15115,0.61175773
HD151376,0.70214866
HD151613,1.0732992
HD151900,1.1418883
HD15257,1.2677192
HD152598,0.82205628
HD153053,1.2305667
HD15407,0.71377983
HD15423,1.709798
HD15427,1.3694531
HD154577,0.15627692
HD15745,0.65561828
HD157728,0.91477042
HD157792,1.271774
HD158352,1.8674588
HD158460,2.7471632
HD158633,0.2400156
HD159082,2.8935483
HD159170,1.211482
HD159492,1.1644182
HD162917,0.70375582
HD164029,2.0339996
HD164249,0.57161932
HD165014,0.84926889
HD166,0.27784131
HD16628,2.0935505
HD16743,0.80654068
HD168746,0.35778581
HD169022,6.5259779
HD16920,1.4636657
HD169666,0.71192115
HD170773,0.61635572
HD17094,1.0824987
HD17240,0.90990685
HD172555,1.0289611
HD173608,1.8120412
HD17390,0.67935877
HD174429,0.40148939
HD17573,3.9852477
HD177171,1.4794731
HD177724,2.1863702
HD178253,1.9211898
HD17848,1.4794852
HD180134,0.76977941
HD181327,0.60794045
HD181869,3.6173474
HD182919,1.7211596
HD183216,0.41134268
HD183324,1.5333796
HD1835,0.34064061
HD184930,8.4162223
HD187897,0.3820496
HD188228,1.7323971
HD190470,0.20779428
HD191089,0.63479361
HD191174,1.3982313
HD191692,7.363872
HD192425,1.5822837
HD192758,0.7386101
HD192763,1.2664374
HD192895,1.0192006
HD193571,1.8928656
HD195627,0.94471691
HD195838,0.62490929
HD196524,1.6779824
HD196544,1.4633066
HD19668,0.25782877
HD199260,0.47117782
HD199475,1.4888779
HD199532,1.6241618
HD200565,0.43581937
HD201219,0.2801327
HD202206,0.34696948
HD202917,0.28134607
HD203,0.77232579
HD20320,1.569611
HD204277,0.48715926
HD205674,0.63140568
HD205811,1.5002939
HD20631,0.80406561
HD206554,0.78857728
HD206860,0.4112726
HD206893,0.55100668
HD207129,0.36784596
HD20759,0.81865788
HD207889,0.56438249
HD20807,0.33269625
HD209253,0.46768658
HD210681,0.51376925
HD211336,1.0623581
HD212265,0.63942824
HD212695,0.64634858
HD213429,0.48150237
HD213617,0.83977667
HD213941,0.33410096
HD215766,2.0726746
HD215775,0.36020109
HD216435,0.66868769
HD216490,0.65622597
HD217792,0.91499193
HD218340,0.38986519
HD218396,0.93039397
HD219482,0.50366314
HD219498,0.29517077
HD219623,0.49456198
HD21997,1.2199926
HD220150,0.82561574
HD220825,1.6806349
HD221146,0.54804844
HD22179,0.34837707
HD221853,0.74067453
HD223352,1.7863879
HD224392,1.5952934
HD22484,0.63322749
HD225200,2.4076638
HD2262,1.154962
HD23267,1.9261866
HD23361,1.21842
HD23430,1.1874616
HD23484,0.21573906
HD23514,0.5507702
HD23585,0.86276906
HD23632,1.6614356
HD23642,1.6656149
HD23763,2.0706574
HD238397,0.37909725
HD23863,0.94166968
HD24141,1.1217536
HD24636,0.63610908
HD24817,1.4126619
HD24966,1.4445395
HD25457,0.52398235
HD25570,0.94164471
HD25998,0.55442806
HD27045,0.98528232
HD27290,0.97713162
HD27346,1.6246655
HD274255,0.10777694
HD27638B,0.60354119
HD2772,5.0598006
HD27934,2.0384423
HD282954,0.37141722
HD282963,0.3789129
HD2834,1.9034347
HD28355,1.4748261
HD284135,0.58053536
HD28447,0.70387169
HD287787,0.83547921
HD287850,1.0301815
HD287854,0.85277833
HD287861,1.2783769
HD2884,2.2530502
HD290521,1.2609051
HD290540,1.7598082
HD290598,1.5479268
HD290609,3.0999956
HD3003,1.4497356
HD30422,1.1107331
HD30447,0.63755546
HD30495,0.33965574
HD3126,0.57967934
HD31295,1.5875834
HD31392,0.24742344
HD31647,1.7051843
HD32195,0.44946787
HD32297,0.82801894
HD32301,1.8155282
HD3296,0.71526741
HD32977,1.452724
HD33081,0.60549708
HD33262,0.39881224
HD33636,0.36790206
HD34324,1.3670086
HD344593,4.1872131
HD34787,3.2358986
HD35114,0.48002276
HD35150,1.1232358
HD35332,1.5297127
HD35351,1.6132982
HD35367,1.1180185
HD35625,1.4431076
HD35841,0.4694573
HD35850,0.52191052
HD36162,2.5069082
HD36394,3.1447951
HD36444,2.6117204
HD3670,0.50724895
HD36968,0.66056809
HD37286,1.059521
HD37306,1.3267026
HD37484,0.66026718
HD37524,2.8324777
HD37545,1.6727772
HD37548,0.55440706
HD37564,2.6486225
HD377,0.40186178
HD38056,2.6844238
HD38206,1.777667
HD38207,0.79792207
HD38529,0.90838526
HD38858,0.30478337
HD38949,0.37125179
HD39833,0.46469487
HD40136,0.82519736
HD40540,0.97667081
HD40891,0.21812388
HD4142,9.3590373
HD432,1.7062842
HD43319,1.308407
HD43989,0.41106388
HD45184,0.3657487
HD46190,1.4891961
HD46273,1.4674439
HD50554,0.41824515
HD50571,0.6067508
HD51199,1.0495175
HD52265,0.47757925
HD5267,2.6769293
HD53143,0.25551166
HD5349,0.45169258
HD53842,0.58561631
HD54341,1.5404554
HD55003,0.93900355
HD55052,2.266683
HD56124,0.37676905
HD56537,1.788004
HD57703,0.59829097
HD59967,0.34357536
HD60234,1.0030398
HD60737,0.33969034
HD60995,3.1627137
HD61005,0.26046676
HD67523,1.4907497
HD67827,0.74394899
HD6798,2.0253773
HD68420,1.4161609
HD68698,1.4100042
HD6963,0.25757092
HD69830,0.25794154
HD70298,0.84190953
HD70313,1.217049
HD70573,0.35970279
HD71043,1.6085053
HD71155,2.1616447
HD71722,1.5532559
HD72660,2.3262798
HD72687,0.32600467
HD72905,0.34830296
HD73752,0.61654956
HD74340,0.47970325
HD74374,0.61810974
HD74873,1.4283415
HD75416,3.5020239
HD75505,1.2177586
HD75616,0.4593166
HD7570,0.46271726
HD75747,1.8061639
HD7590,0.3647276
HD76151,0.34347442
HD76543,1.3984161
HD76582,1.1042162
HD76653,0.59160948
HD76748,0.19801654
HD77052,0.37496565
HD78702,1.9675127
HD79108,2.3257488
HD80425,1.5915775
HD80671,0.91922237
HD80950,1.8448543
HD81515,1.0598379
HD82443,0.25023412
HD82943,0.42927255
HD83808,2.4742867
HD84075,0.39169353
HD84870,1.141299
HD85301,0.2907928
HD85364,1.1483113
HD8538,2.7591131
HD86087,2.5627393
HD870,0.23568466
HD87696,1.1047337
HD88215,0.74487349
HD88824,1.5092015
HD8907,0.52890773
HD89846,1.2887489
HD90874,1.4792132
HD90905,0.40866611
HD91312,1.3461331
HD92536,3.1209361
HD92945,0.20691006
HD93351,0.28051159
HD93738,2.6079369
HD93932,0.52952072
HD95086,1.0263113
HD95221,1.1106917
HD95608,1.5812014
HD95698,1.0760908
HD98363,1.2035826
HD98673,1.3129694
HD98800,0.40750434
HD99211,1.1576523
HII0498,0.38022402
Hii1200,0.41135427
HII152,0.29518435
HII1797,0.39913424
Hii250,0.28550487
Hii514,0.30713515
HIP13005,0.60258841
HIP1368,0.11435908
HIP19912,0.16045072
HIP25654,0.24647317
HIP32919,0.13387921
HIP43534,0.11663253
HIP46383,0.16763695
HIP6276,0.23758923
HIP63942,0.12698501
HIP66196,4.515314
HIP77157,0.68505672
ID8,0.31008319
ID9,1.80E-17
LamBoo,1.6082038
MML17,0.51122697
MML28,0.23144919
MML36,0.34406773
MML43,0.34719056
MML8,0.32023191
NGC2422PMS112,2.94E-17
NSV17775,1.348639
SAO150676,0.40533342
ScoPMS214,0.40994081
Tau3Eri,1.4731871
TYC1531-383-1,0.11636528
TYC2208-1509-1,0.77856146
TYC254-11-1,0.6564828
TYC7402-1806-1,0.19217619
ZetaLep,1.5374173
