# L um,San 8K ,L um,San 20K ,L um,san carlos 50K,L um,san carlos 100K,L um,san carlos 200K mir&fir,L um,san 292K
5.17891E+00,,5.30610E+00,7.39110E+00,5.17891E+00,,5.17891E+00,1.19460E+00,3.06148E+00,4.59916E+02,3.05472E+00,3.61041E+02
5.17826E+00,,5.30542E+00,6.13487E+00,5.17826E+00,,5.17826E+00,,3.06103E+00,4.60826E+02,3.05427E+00,3.61433E+02
5.17762E+00,,5.30474E+00,5.51730E+00,5.17762E+00,,5.17762E+00,,3.06058E+00,4.61104E+02,3.05382E+00,3.61114E+02
5.17697E+00,,5.30406E+00,5.51647E+00,5.17697E+00,,5.17697E+00,,3.06012E+00,4.61128E+02,3.05337E+00,3.61386E+02
5.17632E+00,,5.30338E+00,5.75765E+00,5.17632E+00,,5.17632E+00,,3.05967E+00,4.61727E+02,3.05292E+00,3.62550E+02
5.17568E+00,,5.30270E+00,5.49803E+00,5.17568E+00,,5.17568E+00,,3.05922E+00,4.61988E+02,3.05247E+00,3.64307E+02
5.17503E+00,,5.30203E+00,5.85870E+00,5.17503E+00,,5.17503E+00,,3.05877E+00,4.62549E+02,3.05202E+00,3.64549E+02
5.17439E+00,,5.30135E+00,6.01206E+00,5.17439E+00,,5.17439E+00,,3.05832E+00,4.63475E+02,3.05157E+00,3.64647E+02
5.17374E+00,,5.30067E+00,5.29597E+00,5.17374E+00,,5.17374E+00,,3.05787E+00,4.64517E+02,3.05112E+00,3.64723E+02
5.17309E+00,,5.29999E+00,4.87482E+00,5.17309E+00,,5.17309E+00,,3.05742E+00,4.65271E+02,3.05067E+00,3.64555E+02
5.17245E+00,,5.29932E+00,4.52777E+00,5.17245E+00,,5.17245E+00,,3.05697E+00,4.66167E+02,3.05022E+00,3.65618E+02
5.17180E+00,,5.29864E+00,5.17952E+00,5.17180E+00,,5.17180E+00,,3.05652E+00,4.67701E+02,3.04978E+00,3.66339E+02
5.17116E+00,,5.29796E+00,6.08283E+00,5.17116E+00,,5.17116E+00,,3.05607E+00,4.68695E+02,3.04933E+00,3.67533E+02
5.17052E+00,,5.29729E+00,6.05089E+00,5.17052E+00,,5.17052E+00,,3.05562E+00,4.68995E+02,3.04888E+00,3.68781E+02
5.16987E+00,,5.29661E+00,5.60292E+00,5.16987E+00,,5.16987E+00,,3.05517E+00,4.68563E+02,3.04843E+00,3.68535E+02
5.16923E+00,,5.29593E+00,5.42700E+00,5.16923E+00,,5.16923E+00,,3.05472E+00,4.68503E+02,3.04798E+00,3.68789E+02
5.16858E+00,,5.29526E+00,5.75159E+00,5.16858E+00,,5.16858E+00,,3.05427E+00,4.69183E+02,3.04754E+00,3.70334E+02
5.16794E+00,,5.29458E+00,6.41466E+00,5.16794E+00,,5.16794E+00,,3.05382E+00,4.70664E+02,3.04709E+00,3.71190E+02
5.16730E+00,,5.29391E+00,7.49303E+00,5.16730E+00,,5.16730E+00,,3.05337E+00,4.72113E+02,3.04664E+00,3.71508E+02
5.16665E+00,,5.29323E+00,7.97575E+00,5.16665E+00,,5.16665E+00,,3.05292E+00,4.72439E+02,3.04619E+00,3.72189E+02
5.16601E+00,,5.29256E+00,8.46241E+00,5.16601E+00,,5.16601E+00,,3.05247E+00,4.72633E+02,3.04574E+00,3.72890E+02
5.16537E+00,,5.29188E+00,7.59276E+00,5.16537E+00,,5.16537E+00,,3.05202E+00,4.72266E+02,3.04530E+00,3.73026E+02
5.16472E+00,,5.29121E+00,5.59301E+00,5.16472E+00,,5.16472E+00,,3.05157E+00,4.72715E+02,3.04485E+00,3.73867E+02
5.16408E+00,,5.29053E+00,5.27477E+00,5.16408E+00,,5.16408E+00,,3.05112E+00,4.73188E+02,3.04440E+00,3.74691E+02
5.16344E+00,,5.28985E+00,5.14924E+00,5.16344E+00,,5.16344E+00,,3.05067E+00,4.74217E+02,3.04396E+00,3.75571E+02
5.16279E+00,,5.28918E+00,5.64091E+00,5.16279E+00,,5.16279E+00,,3.05022E+00,4.74849E+02,3.04351E+00,3.75793E+02
5.16215E+00,,5.28851E+00,5.82235E+00,5.16215E+00,,5.16215E+00,,3.04978E+00,4.74954E+02,3.04306E+00,3.75726E+02
5.16151E+00,,5.28783E+00,5.15007E+00,5.16151E+00,,5.16151E+00,,3.04933E+00,4.75555E+02,3.04262E+00,3.76158E+02
5.16087E+00,,5.28716E+00,5.52556E+00,5.16087E+00,,5.16087E+00,,3.04888E+00,4.76494E+02,3.04217E+00,3.77428E+02
5.16022E+00,,5.28649E+00,5.59549E+00,5.16022E+00,,5.16022E+00,,3.04843E+00,4.77621E+02,3.04173E+00,3.78650E+02
5.15958E+00,,5.28581E+00,5.38819E+00,5.15958E+00,,5.15958E+00,,3.04798E+00,4.78379E+02,3.04128E+00,3.79786E+02
5.15894E+00,,5.28514E+00,5.73287E+00,5.15894E+00,,5.15894E+00,,3.04754E+00,4.78952E+02,3.04083E+00,3.79689E+02
5.15830E+00,,5.28447E+00,4.93537E+00,5.15830E+00,,5.15830E+00,,3.04709E+00,4.79478E+02,3.04039E+00,3.79316E+02
5.15766E+00,,5.28379E+00,5.44875E+00,5.15766E+00,,5.15766E+00,,3.04664E+00,4.80092E+02,3.03994E+00,3.80117E+02
5.15702E+00,,5.28312E+00,5.52528E+00,5.15702E+00,,5.15702E+00,,3.04619E+00,4.81241E+02,3.03950E+00,3.80493E+02
5.15638E+00,,5.28245E+00,5.52446E+00,5.15638E+00,,5.15638E+00,,3.04574E+00,4.82072E+02,3.03905E+00,3.81046E+02
5.15574E+00,,5.28177E+00,6.19793E+00,5.15574E+00,,5.15574E+00,,3.04530E+00,4.82390E+02,3.03861E+00,3.81405E+02
5.15510E+00,,5.28110E+00,6.29321E+00,5.15510E+00,,5.15510E+00,,3.04485E+00,4.82077E+02,3.03816E+00,3.82511E+02
5.15446E+00,,5.28043E+00,5.96993E+00,5.15446E+00,,5.15446E+00,,3.04440E+00,4.82437E+02,3.03772E+00,3.85118E+02
5.15382E+00,,5.27976E+00,5.47353E+00,5.15382E+00,,5.15382E+00,,3.04396E+00,4.83176E+02,3.03727E+00,3.85927E+02
5.15317E+00,,5.27908E+00,5.50381E+00,5.15317E+00,,5.15317E+00,,3.04351E+00,4.83998E+02,3.03683E+00,3.84948E+02
5.15253E+00,,5.27841E+00,4.75124E+00,5.15253E+00,,5.15253E+00,,3.04306E+00,4.85193E+02,3.03638E+00,3.85059E+02
5.15189E+00,,5.27774E+00,4.62024E+00,5.15189E+00,,5.15189E+00,,3.04262E+00,4.85698E+02,3.03594E+00,3.86290E+02
5.15125E+00,,5.27707E+00,5.27229E+00,5.15125E+00,,5.15125E+00,,3.04217E+00,4.86625E+02,3.03549E+00,3.87376E+02
5.15061E+00,,5.27640E+00,5.35047E+00,5.15061E+00,,5.15061E+00,,3.04173E+00,4.87433E+02,3.03505E+00,3.88419E+02
5.14997E+00,,5.27573E+00,6.28688E+00,5.14997E+00,,5.14997E+00,,3.04128E+00,4.87999E+02,3.03460E+00,3.88495E+02
5.14934E+00,,5.27506E+00,5.80363E+00,5.14934E+00,,5.14934E+00,,3.04083E+00,4.88205E+02,3.03416E+00,3.88432E+02
5.14870E+00,,5.27439E+00,4.49612E+00,5.14870E+00,,5.14870E+00,,3.04039E+00,4.87698E+02,3.03372E+00,3.89132E+02
5.14806E+00,,5.27372E+00,3.53886E+00,5.14806E+00,,5.14806E+00,,3.03994E+00,4.87890E+02,3.03327E+00,3.89534E+02
5.14742E+00,,5.27305E+00,3.85635E+00,5.14742E+00,,5.14742E+00,,3.03950E+00,4.88286E+02,3.03283E+00,3.89892E+02
5.14678E+00,,5.27238E+00,5.07630E+00,5.14678E+00,,5.14678E+00,,3.03905E+00,4.88567E+02,3.03239E+00,3.91239E+02
5.14614E+00,,5.27171E+00,4.50135E+00,5.14614E+00,,5.14614E+00,,3.03861E+00,4.89428E+02,3.03194E+00,3.91534E+02
5.14550E+00,,5.27104E+00,4.97501E+00,5.14550E+00,,5.14550E+00,,3.03816E+00,4.90801E+02,3.03150E+00,3.91220E+02
5.14487E+00,,5.27037E+00,5.23210E+00,5.14487E+00,,5.14487E+00,,3.03772E+00,4.92417E+02,3.03106E+00,3.91001E+02
5.14423E+00,,5.26970E+00,4.96647E+00,5.14423E+00,,5.14423E+00,,3.03727E+00,4.92933E+02,3.03061E+00,3.91867E+02
5.14359E+00,,5.26903E+00,5.76040E+00,5.14359E+00,,5.14359E+00,,3.03683E+00,4.92908E+02,3.03017E+00,3.92307E+02
5.14295E+00,,5.26836E+00,5.78160E+00,5.14295E+00,,5.14295E+00,,3.03638E+00,4.93001E+02,3.02973E+00,3.92795E+02
5.14231E+00,,5.26769E+00,4.36733E+00,5.14231E+00,,5.14231E+00,,3.03594E+00,4.94319E+02,3.02929E+00,3.94070E+02
5.14168E+00,,5.26702E+00,4.75207E+00,5.14168E+00,,5.14168E+00,,3.03549E+00,4.94997E+02,3.02884E+00,3.95431E+02
5.14104E+00,,5.26635E+00,4.90702E+00,5.14104E+00,,5.14104E+00,,3.03505E+00,4.95257E+02,3.02840E+00,3.95606E+02
5.14040E+00,,5.26568E+00,4.99813E+00,5.14040E+00,,5.14040E+00,,3.03460E+00,4.95799E+02,3.02796E+00,3.96397E+02
5.13977E+00,,5.26501E+00,5.74911E+00,5.13977E+00,,5.13977E+00,,3.03416E+00,4.96211E+02,3.02752E+00,3.97390E+02
5.13913E+00,,5.26435E+00,5.86668E+00,5.13913E+00,,5.13913E+00,,3.03372E+00,4.96510E+02,3.02708E+00,3.96570E+02
5.13849E+00,,5.26368E+00,5.95672E+00,5.13849E+00,,5.13849E+00,,3.03327E+00,4.96744E+02,3.02663E+00,3.96851E+02
5.13786E+00,,5.26301E+00,7.07155E+00,5.13786E+00,,5.13786E+00,,3.03283E+00,4.97103E+02,3.02619E+00,3.98074E+02
5.13722E+00,,5.26234E+00,6.37693E+00,5.13722E+00,,5.13722E+00,,3.03239E+00,4.98136E+02,3.02575E+00,3.99322E+02
5.13658E+00,,5.26168E+00,4.72372E+00,5.13658E+00,,5.13658E+00,,3.03194E+00,4.98774E+02,3.02531E+00,3.99630E+02
5.13595E+00,,5.26101E+00,4.43310E+00,5.13595E+00,,5.13595E+00,,3.03150E+00,4.99198E+02,3.02487E+00,3.99648E+02
5.13531E+00,,5.26034E+00,5.29872E+00,5.13531E+00,,5.13531E+00,,3.03106E+00,4.99764E+02,3.02443E+00,4.00365E+02
5.13468E+00,,5.25968E+00,6.43999E+00,5.13468E+00,,5.13468E+00,,3.03061E+00,4.99578E+02,3.02399E+00,4.01571E+02
5.13404E+00,,5.25901E+00,6.81345E+00,5.13404E+00,,5.13404E+00,,3.03017E+00,5.00010E+02,3.02355E+00,4.02381E+02
5.13341E+00,,5.25834E+00,6.70136E+00,5.13341E+00,,5.13341E+00,,3.02973E+00,5.01374E+02,3.02311E+00,4.02792E+02
5.13277E+00,,5.25767E+00,6.34471E+00,5.13277E+00,,5.13277E+00,,3.02929E+00,5.02645E+02,3.02266E+00,4.03160E+02
5.13213E+00,,5.25701E+00,4.74216E+00,5.13213E+00,,5.13213E+00,,3.02884E+00,5.02752E+02,3.02222E+00,4.03903E+02
5.13150E+00,,5.25634E+00,4.35687E+00,5.13150E+00,,5.13150E+00,,3.02840E+00,5.03518E+02,3.02178E+00,4.04501E+02
5.13087E+00,,5.25568E+00,5.54235E+00,5.13087E+00,,5.13087E+00,,3.02796E+00,5.03772E+02,3.02134E+00,4.05016E+02
5.13023E+00,,5.25501E+00,6.06383E+00,5.13023E+00,,5.13023E+00,,3.02752E+00,5.03753E+02,3.02090E+00,4.05051E+02
5.12960E+00,,5.25434E+00,5.61696E+00,5.12960E+00,,5.12960E+00,,3.02708E+00,5.03853E+02,3.02046E+00,4.05667E+02
5.12896E+00,,5.25368E+00,6.27641E+00,5.12896E+00,,5.12896E+00,,3.02663E+00,5.03183E+02,3.02002E+00,4.06822E+02
5.12833E+00,,5.25301E+00,6.18912E+00,5.12833E+00,,5.12833E+00,,3.02619E+00,5.03675E+02,3.01958E+00,4.07014E+02
5.12769E+00,,5.25235E+00,4.30844E+00,5.12769E+00,,5.12769E+00,,3.02575E+00,5.05418E+02,3.01915E+00,4.07467E+02
5.12706E+00,,5.25168E+00,4.34669E+00,5.12706E+00,,5.12706E+00,,3.02531E+00,5.05673E+02,3.01871E+00,4.08009E+02
5.12643E+00,,5.25102E+00,5.62302E+00,5.12643E+00,,5.12643E+00,,3.02487E+00,5.06315E+02,3.01827E+00,4.08274E+02
5.12579E+00,,5.25036E+00,5.43333E+00,5.12579E+00,,5.12579E+00,,3.02443E+00,5.07773E+02,3.01783E+00,4.08857E+02
5.12516E+00,,5.24969E+00,5.26348E+00,5.12516E+00,,5.12516E+00,,3.02399E+00,5.09349E+02,3.01739E+00,4.09633E+02
5.12453E+00,,5.24903E+00,6.30065E+00,5.12453E+00,,5.12453E+00,,3.02355E+00,5.09641E+02,3.01695E+00,4.10449E+02
5.12390E+00,,5.24836E+00,6.31331E+00,5.12390E+00,,5.12390E+00,,3.02311E+00,5.10006E+02,3.01651E+00,4.10997E+02
5.12326E+00,,5.24770E+00,5.78794E+00,5.12326E+00,,5.12326E+00,,3.02266E+00,5.10360E+02,3.01607E+00,4.11431E+02
5.12263E+00,,5.24703E+00,5.50821E+00,5.12263E+00,,5.12263E+00,,3.02222E+00,5.10960E+02,3.01563E+00,4.12148E+02
5.12200E+00,,5.24637E+00,4.69344E+00,5.12200E+00,,5.12200E+00,,3.02178E+00,5.11923E+02,3.01520E+00,4.11604E+02
5.12136E+00,,5.24571E+00,4.70996E+00,5.12136E+00,,5.12136E+00,,3.02134E+00,5.12086E+02,3.01476E+00,4.11202E+02
5.12073E+00,,5.24504E+00,6.13680E+00,5.12073E+00,,5.12073E+00,,3.02090E+00,5.12207E+02,3.01432E+00,4.12633E+02
5.12010E+00,,5.24438E+00,7.11727E+00,5.12010E+00,,5.12010E+00,,3.02046E+00,5.13099E+02,3.01388E+00,4.14360E+02
5.11947E+00,,5.24372E+00,6.61185E+00,5.11947E+00,,5.11947E+00,,3.02002E+00,5.13522E+02,3.01344E+00,4.14638E+02
5.11884E+00,,5.24305E+00,6.49535E+00,5.11884E+00,,5.11884E+00,,3.01958E+00,5.13707E+02,3.01300E+00,4.14367E+02
5.11820E+00,,5.24239E+00,7.66026E+00,5.11820E+00,,5.11820E+00,,3.01915E+00,5.14366E+02,3.01257E+00,4.14494E+02
5.11757E+00,,5.24173E+00,8.79122E+00,5.11757E+00,,5.11757E+00,,3.01871E+00,5.13863E+02,3.01213E+00,4.15929E+02
5.11694E+00,,5.24107E+00,8.62006E+00,5.11694E+00,,5.11694E+00,,3.01827E+00,5.14684E+02,3.01169E+00,4.17202E+02
5.11631E+00,,5.24041E+00,7.97906E+00,5.11631E+00,,5.11631E+00,,3.01783E+00,5.15906E+02,3.01125E+00,4.17507E+02
5.11568E+00,,5.23974E+00,7.58780E+00,5.11568E+00,,5.11568E+00,,3.01739E+00,5.15680E+02,3.01082E+00,4.17893E+02
5.11505E+00,,5.23908E+00,5.57236E+00,5.11505E+00,,5.11505E+00,,3.01695E+00,5.16132E+02,3.01038E+00,4.18503E+02
5.11442E+00,,5.23842E+00,4.25065E+00,5.11442E+00,,5.11442E+00,,3.01651E+00,5.16780E+02,3.00994E+00,4.18367E+02
5.11379E+00,,5.23776E+00,4.76087E+00,5.11379E+00,,5.11379E+00,,3.01607E+00,5.17590E+02,3.00951E+00,4.18563E+02
5.11316E+00,,5.23710E+00,5.41737E+00,5.11316E+00,,5.11316E+00,,3.01563E+00,5.18314E+02,3.00907E+00,4.19226E+02
5.11253E+00,,5.23644E+00,6.11477E+00,5.11253E+00,,5.11253E+00,,3.01520E+00,5.18446E+02,3.00863E+00,4.20153E+02
5.11190E+00,,5.23577E+00,6.11863E+00,5.11190E+00,,5.11190E+00,,3.01476E+00,5.17794E+02,3.00820E+00,4.20342E+02
5.11127E+00,,5.23511E+00,6.70852E+00,5.11127E+00,,5.11127E+00,,3.01432E+00,5.17864E+02,3.00776E+00,4.20584E+02
5.11064E+00,,5.23445E+00,7.28669E+00,5.11064E+00,,5.11064E+00,,3.01388E+00,5.18846E+02,3.00733E+00,4.21195E+02
5.11001E+00,,5.23379E+00,7.27539E+00,5.11001E+00,,5.11001E+00,,3.01344E+00,5.18719E+02,3.00689E+00,4.21940E+02
5.10938E+00,,5.23313E+00,6.27504E+00,5.10938E+00,,5.10938E+00,,3.01300E+00,5.19017E+02,3.00645E+00,4.22854E+02
5.10875E+00,,5.23247E+00,5.63265E+00,5.10875E+00,,5.10875E+00,,3.01257E+00,5.19506E+02,3.00602E+00,4.23511E+02
5.10812E+00,,5.23181E+00,6.40337E+00,5.10812E+00,,5.10812E+00,,3.01213E+00,5.19380E+02,3.00558E+00,4.23600E+02
5.10749E+00,,5.23115E+00,6.69089E+00,5.10749E+00,,5.10749E+00,,3.01169E+00,5.20146E+02,3.00515E+00,4.23303E+02
5.10686E+00,,5.23049E+00,6.48075E+00,5.10686E+00,,5.10686E+00,,3.01125E+00,5.21845E+02,3.00471E+00,4.23143E+02
5.10624E+00,,5.22984E+00,6.63360E+00,5.10624E+00,,5.10624E+00,,3.01082E+00,5.23429E+02,3.00428E+00,4.23715E+02
5.10561E+00,,5.22918E+00,6.58265E+00,5.10561E+00,,5.10561E+00,,3.01038E+00,5.22131E+02,3.00384E+00,4.24515E+02
5.10498E+00,,5.22852E+00,6.24199E+00,5.10498E+00,,5.10498E+00,,3.00994E+00,5.21450E+02,3.00341E+00,4.25461E+02
5.10435E+00,,5.22786E+00,6.46781E+00,5.10435E+00,,5.10435E+00,,3.00951E+00,5.22139E+02,3.00297E+00,4.26134E+02
5.10372E+00,,5.22720E+00,7.11231E+00,5.10372E+00,,5.10372E+00,,3.00907E+00,5.22941E+02,3.00254E+00,4.26456E+02
5.10310E+00,,5.22654E+00,6.98891E+00,5.10310E+00,,5.10310E+00,,3.00863E+00,5.23043E+02,3.00210E+00,4.26531E+02
5.10247E+00,,5.22588E+00,7.49689E+00,5.10247E+00,,5.10247E+00,,3.00820E+00,5.23123E+02,3.00167E+00,4.26544E+02
5.10184E+00,,5.22522E+00,6.88452E+00,5.10184E+00,,5.10184E+00,,3.00776E+00,5.23218E+02,3.00123E+00,4.26941E+02
5.10121E+00,,5.22456E+00,7.34922E+00,5.10121E+00,,5.10121E+00,,3.00733E+00,5.23990E+02,3.00080E+00,4.28649E+02
5.10058E+00,,5.22391E+00,8.34336E+00,5.10058E+00,,5.10058E+00,,3.00689E+00,5.24766E+02,3.00036E+00,4.29198E+02
5.09996E+00,,5.22325E+00,8.53710E+00,5.09996E+00,,5.09996E+00,,3.00645E+00,5.25198E+02,2.99993E+00,4.28902E+02
5.09933E+00,,5.22259E+00,8.26840E+00,5.09933E+00,,5.09933E+00,,3.00602E+00,5.25784E+02,2.99950E+00,4.29169E+02
5.09870E+00,,5.22193E+00,7.84680E+00,5.09870E+00,,5.09870E+00,,3.00558E+00,5.26214E+02,2.99906E+00,4.29583E+02
5.09808E+00,,5.22128E+00,8.01295E+00,5.09808E+00,,5.09808E+00,,3.00515E+00,5.25799E+02,2.99863E+00,4.29697E+02
5.09745E+00,,5.22062E+00,7.18724E+00,5.09745E+00,,5.09745E+00,,3.00471E+00,5.25586E+02,2.99820E+00,4.30140E+02
5.09682E+00,,5.21996E+00,6.42016E+00,5.09682E+00,,5.09682E+00,,3.00428E+00,5.25378E+02,2.99776E+00,4.30484E+02
5.09620E+00,,5.21931E+00,7.40239E+00,5.09620E+00,,5.09620E+00,,3.00384E+00,5.25766E+02,2.99733E+00,4.31267E+02
5.09557E+00,,5.21865E+00,7.21809E+00,5.09557E+00,,5.09557E+00,,3.00341E+00,5.26553E+02,2.99690E+00,4.31900E+02
5.09495E+00,,5.21799E+00,7.34481E+00,5.09495E+00,,5.09495E+00,,3.00297E+00,5.26969E+02,2.99646E+00,4.32218E+02
5.09432E+00,,5.21734E+00,8.00386E+00,5.09432E+00,,5.09432E+00,,3.00254E+00,5.26426E+02,2.99603E+00,4.31707E+02
5.09370E+00,,5.21668E+00,7.95233E+00,5.09370E+00,,5.09370E+00,,3.00210E+00,5.25954E+02,2.99560E+00,4.32270E+02
5.09307E+00,,5.21603E+00,7.57541E+00,5.09307E+00,,5.09307E+00,,3.00167E+00,5.26906E+02,2.99517E+00,4.32812E+02
5.09245E+00,,5.21537E+00,9.04398E+00,5.09245E+00,,5.09245E+00,,3.00123E+00,5.26819E+02,2.99473E+00,4.32154E+02
5.09182E+00,,5.21471E+00,1.05804E+01,5.09182E+00,,5.09182E+00,,3.00080E+00,5.26695E+02,2.99430E+00,4.32531E+02
5.09119E+00,,5.21406E+00,1.38186E+01,5.09119E+00,,5.09119E+00,,3.00036E+00,5.27306E+02,2.99387E+00,4.33169E+02
5.09057E+00,,5.21340E+00,1.25945E+01,5.09057E+00,,5.09057E+00,,2.99993E+00,5.27286E+02,2.99344E+00,4.33182E+02
5.08994E+00,,5.21275E+00,9.59701E+00,5.08994E+00,,5.08994E+00,,2.99950E+00,5.27392E+02,2.99300E+00,4.34052E+02
5.08932E+00,,5.21209E+00,8.83339E+00,5.08932E+00,,5.08932E+00,,2.99906E+00,5.27457E+02,2.99257E+00,4.35089E+02
5.08870E+00,,5.21144E+00,8.08129E+00,5.08870E+00,,5.08870E+00,,2.99863E+00,5.28308E+02,2.99214E+00,4.35223E+02
5.08807E+00,,5.21078E+00,8.40729E+00,5.08807E+00,,5.08807E+00,,2.99820E+00,5.28029E+02,2.99171E+00,4.35427E+02
5.08745E+00,,5.21013E+00,9.13991E+00,5.08745E+00,,5.08745E+00,,2.99776E+00,5.26470E+02,2.99128E+00,4.35970E+02
5.08682E+00,,5.20948E+00,8.23616E+00,5.08682E+00,,5.08682E+00,,2.99733E+00,5.26979E+02,2.99085E+00,4.36139E+02
5.08620E+00,,5.20882E+00,7.23600E+00,5.08620E+00,,5.08620E+00,,2.99690E+00,5.27935E+02,2.99042E+00,4.35823E+02
5.08558E+00,,5.20817E+00,7.04097E+00,5.08558E+00,,5.08558E+00,,2.99646E+00,5.28094E+02,2.98998E+00,4.35928E+02
5.08495E+00,,5.20751E+00,7.94709E+00,5.08495E+00,,5.08495E+00,,2.99603E+00,5.28190E+02,2.98955E+00,4.35824E+02
5.08433E+00,,5.20686E+00,8.81878E+00,5.08433E+00,,5.08433E+00,,2.99560E+00,5.28119E+02,2.98912E+00,4.36135E+02
5.08371E+00,,5.20621E+00,8.80831E+00,5.08371E+00,,5.08371E+00,,2.99517E+00,5.28724E+02,2.98869E+00,4.36202E+02
5.08309E+00,,5.20555E+00,9.16748E+00,5.08309E+00,,5.08309E+00,,2.99473E+00,5.28656E+02,2.98826E+00,4.36507E+02
5.08246E+00,,5.20490E+00,8.85103E+00,5.08246E+00,,5.08246E+00,,2.99430E+00,5.28882E+02,2.98783E+00,4.37432E+02
5.08184E+00,,5.20425E+00,9.48066E+00,5.08184E+00,,5.08184E+00,,2.99387E+00,5.29874E+02,2.98740E+00,4.37461E+02
5.08122E+00,,5.20359E+00,9.64746E+00,5.08122E+00,,5.08122E+00,,2.99344E+00,5.29589E+02,2.98697E+00,4.37841E+02
5.08059E+00,,5.20294E+00,9.15783E+00,5.08059E+00,,5.08059E+00,,2.99300E+00,5.28671E+02,2.98654E+00,4.38656E+02
5.07997E+00,,5.20229E+00,8.72590E+00,5.07997E+00,,5.07997E+00,,2.99257E+00,5.28185E+02,2.98611E+00,4.38445E+02
5.07935E+00,,5.20164E+00,8.54675E+00,5.07935E+00,,5.07935E+00,,2.99214E+00,5.28250E+02,2.98568E+00,4.38517E+02
5.07873E+00,,5.20098E+00,8.31139E+00,5.07873E+00,,5.07873E+00,,2.99171E+00,5.28467E+02,2.98525E+00,4.38736E+02
5.07811E+00,,5.20033E+00,9.45447E+00,5.07811E+00,,5.07811E+00,,2.99128E+00,5.28103E+02,2.98482E+00,4.38495E+02
5.07748E+00,,5.19968E+00,1.05142E+01,5.07748E+00,,5.07748E+00,,2.99085E+00,5.27936E+02,2.98439E+00,4.39349E+02
5.07686E+00,,5.19903E+00,9.88183E+00,5.07686E+00,,5.07686E+00,,2.99042E+00,5.28113E+02,2.98396E+00,4.39344E+02
5.07624E+00,,5.19838E+00,8.80886E+00,5.07624E+00,,5.07624E+00,,2.98998E+00,5.27959E+02,2.98353E+00,4.39123E+02
5.07562E+00,,5.19773E+00,9.53387E+00,5.07562E+00,,5.07562E+00,,2.98955E+00,5.27478E+02,2.98310E+00,4.38960E+02
5.07500E+00,,5.19708E+00,9.36046E+00,5.07500E+00,,5.07500E+00,,2.98912E+00,5.27748E+02,2.98268E+00,4.39421E+02
5.07438E+00,,5.19642E+00,9.01421E+00,5.07438E+00,,5.07438E+00,,2.98869E+00,5.28933E+02,2.98225E+00,4.39921E+02
5.07376E+00,,5.19577E+00,8.41005E+00,5.07376E+00,,5.07376E+00,,2.98826E+00,5.28565E+02,2.98182E+00,4.40108E+02
5.07314E+00,,5.19512E+00,7.20101E+00,5.07314E+00,,5.07314E+00,,2.98783E+00,5.27044E+02,2.98139E+00,4.40589E+02
5.07252E+00,,5.19447E+00,6.65564E+00,5.07252E+00,,5.07252E+00,,2.98740E+00,5.27355E+02,2.98096E+00,4.40642E+02
5.07190E+00,,5.19382E+00,7.88510E+00,5.07190E+00,,5.07190E+00,,2.98697E+00,5.27658E+02,2.98053E+00,4.40927E+02
5.07128E+00,,5.19317E+00,9.49637E+00,5.07128E+00,,5.07128E+00,,2.98654E+00,5.26230E+02,2.98010E+00,4.41137E+02
5.07066E+00,,5.19252E+00,8.81355E+00,5.07066E+00,,5.07066E+00,,2.98611E+00,5.25812E+02,2.97968E+00,4.41616E+02
5.07004E+00,,5.19187E+00,7.96776E+00,5.07004E+00,,5.07004E+00,,2.98568E+00,5.24929E+02,2.97925E+00,4.41950E+02
5.06942E+00,,5.19122E+00,7.50653E+00,5.06942E+00,,5.06942E+00,,2.98525E+00,5.24440E+02,2.97882E+00,4.42145E+02
5.06880E+00,,5.19057E+00,7.22333E+00,5.06880E+00,,5.06880E+00,,2.98482E+00,5.25960E+02,2.97839E+00,4.41876E+02
5.06818E+00,,5.18992E+00,7.01480E+00,5.06818E+00,,5.06818E+00,,2.98439E+00,5.27054E+02,2.97796E+00,4.41444E+02
5.06756E+00,,5.18927E+00,7.73769E+00,5.06756E+00,,5.06756E+00,,2.98396E+00,5.26877E+02,2.97754E+00,4.41349E+02
5.06694E+00,,5.18862E+00,8.67353E+00,5.06694E+00,,5.06694E+00,,2.98353E+00,5.27164E+02,2.97711E+00,4.41272E+02
5.06632E+00,,5.18798E+00,8.21879E+00,5.06632E+00,,5.06632E+00,,2.98310E+00,5.26966E+02,2.97668E+00,4.41684E+02
5.06570E+00,,5.18733E+00,8.44257E+00,5.06570E+00,,5.06570E+00,,2.98268E+00,5.25055E+02,2.97626E+00,4.41828E+02
5.06509E+00,,5.18668E+00,9.32462E+00,5.06509E+00,,5.06509E+00,,2.98225E+00,5.24470E+02,2.97583E+00,4.42062E+02
5.06447E+00,,5.18603E+00,9.48369E+00,5.06447E+00,,5.06447E+00,,2.98182E+00,5.24827E+02,2.97540E+00,4.41704E+02
5.06385E+00,,5.18538E+00,8.89045E+00,5.06385E+00,,5.06385E+00,,2.98139E+00,5.24736E+02,2.97497E+00,4.41410E+02
5.06323E+00,,5.18473E+00,8.66002E+00,5.06323E+00,,5.06323E+00,,2.98096E+00,5.25409E+02,2.97455E+00,4.41974E+02
5.06261E+00,,5.18409E+00,8.67601E+00,5.06261E+00,,5.06261E+00,,2.98053E+00,5.25912E+02,2.97412E+00,4.43367E+02
