# L um,San 8K ,L um,San 20K ,L um,san carlos 50K,L um,san carlos 100K,L um,san carlos 200K mir&fir,L um,san 292K
5.30067E+00,,5.43399E+00,1.02445E+01,5.30067E+00,,5.30067E+00,,3.14695E+00,3.08268E+02,3.13980E+00,2.26023E+02
5.29999E+00,,5.43327E+00,1.07500E+01,5.29999E+00,,5.29999E+00,,3.14647E+00,3.08484E+02,3.13933E+00,2.26612E+02
5.29932E+00,,5.43256E+00,1.02530E+01,5.29932E+00,,5.29932E+00,,3.14599E+00,3.09000E+02,3.13885E+00,2.26907E+02
5.29864E+00,,5.43185E+00,1.01802E+01,5.29864E+00,,5.29864E+00,,3.14551E+00,3.10008E+02,3.13838E+00,2.27466E+02
5.29796E+00,,5.43114E+00,1.13158E+01,5.29796E+00,,5.29796E+00,,3.14504E+00,3.11252E+02,3.13790E+00,2.28580E+02
5.29729E+00,,5.43043E+00,1.14441E+01,5.29729E+00,,5.29729E+00,,3.14456E+00,3.11927E+02,3.13743E+00,2.28863E+02
5.29661E+00,,5.42972E+00,1.05820E+01,5.29661E+00,,5.29661E+00,,3.14408E+00,3.12129E+02,3.13695E+00,2.29198E+02
5.29593E+00,,5.42901E+00,1.14372E+01,5.29593E+00,,5.29593E+00,,3.14361E+00,3.13174E+02,3.13648E+00,2.30633E+02
5.29526E+00,,5.42830E+00,1.19308E+01,5.29526E+00,,5.29526E+00,,3.14313E+00,3.14605E+02,3.13600E+00,2.31435E+02
5.29458E+00,,5.42759E+00,1.18853E+01,5.29458E+00,,5.29458E+00,,3.14265E+00,3.15898E+02,3.13553E+00,2.31966E+02
5.29391E+00,,5.42688E+00,1.21209E+01,5.29391E+00,,5.29391E+00,,3.14218E+00,3.16519E+02,3.13505E+00,2.32741E+02
5.29323E+00,,5.42617E+00,1.22749E+01,5.29323E+00,,5.29323E+00,,3.14170E+00,3.17302E+02,3.13458E+00,2.34397E+02
5.29256E+00,,5.42546E+00,1.32719E+01,5.29256E+00,,5.29256E+00,,3.14123E+00,3.17887E+02,3.13411E+00,2.35599E+02
5.29188E+00,,5.42475E+00,1.17727E+01,5.29188E+00,,5.29188E+00,,3.14075E+00,3.18096E+02,3.13363E+00,2.35966E+02
5.29121E+00,,5.42404E+00,1.17730E+01,5.29121E+00,,5.29121E+00,,3.14028E+00,3.18765E+02,3.13316E+00,2.36419E+02
5.29053E+00,,5.42333E+00,1.61726E+01,5.29053E+00,,5.29053E+00,,3.13980E+00,3.19993E+02,3.13269E+00,2.36322E+02
5.28985E+00,,5.42262E+00,2.26049E+01,5.28985E+00,,5.28985E+00,,3.13933E+00,3.21664E+02,3.13221E+00,2.37135E+02
5.28918E+00,,5.42191E+00,2.02062E+01,5.28918E+00,,5.28918E+00,,3.13885E+00,3.23014E+02,3.13174E+00,2.37898E+02
5.28851E+00,,5.42120E+00,1.33600E+01,5.28851E+00,,5.28851E+00,,3.13838E+00,3.24227E+02,3.13127E+00,2.38661E+02
5.28783E+00,,5.42049E+00,1.15663E+01,5.28783E+00,,5.28783E+00,,3.13790E+00,3.24977E+02,3.13080E+00,2.40057E+02
5.28716E+00,,5.41979E+00,1.14780E+01,5.28716E+00,,5.28716E+00,,3.13743E+00,3.25577E+02,3.13032E+00,2.40214E+02
5.28649E+00,,5.41908E+00,1.12214E+01,5.28649E+00,,5.28649E+00,,3.13695E+00,3.25841E+02,3.12985E+00,2.40369E+02
5.28581E+00,,5.41837E+00,1.19460E+01,5.28581E+00,,5.28581E+00,,3.13648E+00,3.27003E+02,3.12938E+00,2.41255E+02
5.28514E+00,,5.41766E+00,1.17716E+01,5.28514E+00,,5.28514E+00,,3.13600E+00,3.28121E+02,3.12891E+00,2.41945E+02
5.28447E+00,,5.41696E+00,1.02538E+01,5.28447E+00,,5.28447E+00,,3.13553E+00,3.28688E+02,3.12843E+00,2.42758E+02
5.28379E+00,,5.41625E+00,8.83036E+00,5.28379E+00,,5.28379E+00,,3.13505E+00,3.29206E+02,3.12796E+00,2.44204E+02
5.28312E+00,,5.41554E+00,9.73266E+00,5.28312E+00,,5.28312E+00,,3.13458E+00,3.30287E+02,3.12749E+00,2.45021E+02
5.28245E+00,,5.41484E+00,1.04273E+01,5.28245E+00,,5.28245E+00,,3.13411E+00,3.31582E+02,3.12702E+00,2.45674E+02
5.28177E+00,,5.41413E+00,9.56585E+00,5.28177E+00,,5.28177E+00,,3.13363E+00,3.32857E+02,3.12655E+00,2.46803E+02
5.28110E+00,,5.41342E+00,1.01267E+01,5.28110E+00,,5.28110E+00,,3.13316E+00,3.33264E+02,3.12608E+00,2.47876E+02
5.28043E+00,,5.41272E+00,1.21560E+01,5.28043E+00,,5.28043E+00,,3.13269E+00,3.34517E+02,3.12561E+00,2.48609E+02
5.27976E+00,,5.41201E+00,1.24670E+01,5.27976E+00,,5.27976E+00,,3.13221E+00,3.36710E+02,3.12514E+00,2.49508E+02
5.27908E+00,,5.41130E+00,1.10851E+01,5.27908E+00,,5.27908E+00,,3.13174E+00,3.37593E+02,3.12466E+00,2.49803E+02
5.27841E+00,,5.41060E+00,1.05572E+01,5.27841E+00,,5.27841E+00,,3.13127E+00,3.36902E+02,3.12419E+00,2.50291E+02
5.27774E+00,,5.40989E+00,9.76906E+00,5.27774E+00,,5.27774E+00,,3.13080E+00,3.37447E+02,3.12372E+00,2.51003E+02
5.27707E+00,,5.40919E+00,8.73968E+00,5.27707E+00,,5.27707E+00,,3.13032E+00,3.38984E+02,3.12325E+00,2.51500E+02
5.27640E+00,,5.40848E+00,9.06907E+00,5.27640E+00,,5.27640E+00,,3.12985E+00,3.40382E+02,3.12278E+00,2.52292E+02
5.27573E+00,,5.40778E+00,9.85508E+00,5.27573E+00,,5.27573E+00,,3.12938E+00,3.41381E+02,3.12231E+00,2.53327E+02
5.27506E+00,,5.40707E+00,8.74960E+00,5.27506E+00,,5.27506E+00,,3.12891E+00,3.42175E+02,3.12184E+00,2.53935E+02
5.27439E+00,,5.40637E+00,7.75725E+00,5.27439E+00,,5.27439E+00,,3.12843E+00,3.43139E+02,3.12137E+00,2.55245E+02
5.27372E+00,,5.40566E+00,7.91871E+00,5.27372E+00,,5.27372E+00,,3.12796E+00,3.44754E+02,3.12090E+00,2.56926E+02
5.27305E+00,,5.40496E+00,8.25489E+00,5.27305E+00,,5.27305E+00,,3.12749E+00,3.45648E+02,3.12043E+00,2.57466E+02
5.27238E+00,,5.40425E+00,9.38058E+00,5.27238E+00,,5.27238E+00,,3.12702E+00,3.45967E+02,3.11996E+00,2.57520E+02
5.27171E+00,,5.40355E+00,1.03945E+01,5.27171E+00,,5.27171E+00,,3.12655E+00,3.46212E+02,3.11950E+00,2.57917E+02
5.27104E+00,,5.40285E+00,1.09834E+01,5.27104E+00,,5.27104E+00,,3.12608E+00,3.46784E+02,3.11903E+00,2.58692E+02
5.27037E+00,,5.40214E+00,1.06080E+01,5.27037E+00,,5.27037E+00,,3.12561E+00,3.48082E+02,3.11856E+00,2.59503E+02
5.26970E+00,,5.40144E+00,9.60087E+00,5.26970E+00,,5.26970E+00,,3.12514E+00,3.49825E+02,3.11809E+00,2.60641E+02
5.26903E+00,,5.40074E+00,9.37314E+00,5.26903E+00,,5.26903E+00,,3.12466E+00,3.50833E+02,3.11762E+00,2.61234E+02
5.26836E+00,,5.40003E+00,9.12007E+00,5.26836E+00,,5.26836E+00,,3.12419E+00,3.52045E+02,3.11715E+00,2.61587E+02
5.26769E+00,,5.39933E+00,9.14791E+00,5.26769E+00,,5.26769E+00,,3.12372E+00,3.53786E+02,3.11668E+00,2.63042E+02
5.26702E+00,,5.39863E+00,1.01455E+01,5.26702E+00,,5.26702E+00,,3.12325E+00,3.54502E+02,3.11621E+00,2.64474E+02
5.26635E+00,,5.39792E+00,1.04745E+01,5.26635E+00,,5.26635E+00,,3.12278E+00,3.53965E+02,3.11575E+00,2.65102E+02
5.26568E+00,,5.39722E+00,1.01606E+01,5.26568E+00,,5.26568E+00,,3.12231E+00,3.54104E+02,3.11528E+00,2.65327E+02
5.26501E+00,,5.39652E+00,9.77540E+00,5.26501E+00,,5.26501E+00,,3.12184E+00,3.55542E+02,3.11481E+00,2.66292E+02
5.26435E+00,,5.39582E+00,9.37121E+00,5.26435E+00,,5.26435E+00,,3.12137E+00,3.57053E+02,3.11434E+00,2.66596E+02
5.26368E+00,,5.39512E+00,8.74739E+00,5.26368E+00,,5.26368E+00,,3.12090E+00,3.57865E+02,3.11388E+00,2.67151E+02
5.26301E+00,,5.39442E+00,9.57081E+00,5.26301E+00,,5.26301E+00,,3.12043E+00,3.58063E+02,3.11341E+00,2.68363E+02
5.26234E+00,,5.39371E+00,9.86446E+00,5.26234E+00,,5.26234E+00,,3.11996E+00,3.58160E+02,3.11294E+00,2.69151E+02
5.26168E+00,,5.39301E+00,9.25129E+00,5.26168E+00,,5.26168E+00,,3.11950E+00,3.58389E+02,3.11247E+00,2.70828E+02
5.26101E+00,,5.39231E+00,9.21324E+00,5.26101E+00,,5.26101E+00,,3.11903E+00,3.60311E+02,3.11201E+00,2.72354E+02
5.26034E+00,,5.39161E+00,9.14984E+00,5.26034E+00,,5.26034E+00,,3.11856E+00,3.62330E+02,3.11154E+00,2.71952E+02
5.25968E+00,,5.39091E+00,8.61592E+00,5.25968E+00,,5.25968E+00,,3.11809E+00,3.62948E+02,3.11107E+00,2.71841E+02
5.25901E+00,,5.39021E+00,8.82071E+00,5.25901E+00,,5.25901E+00,,3.11762E+00,3.63621E+02,3.11061E+00,2.72800E+02
5.25834E+00,,5.38951E+00,9.21049E+00,5.25834E+00,,5.25834E+00,,3.11715E+00,3.65214E+02,3.11014E+00,2.74025E+02
5.25767E+00,,5.38881E+00,9.90748E+00,5.25767E+00,,5.25767E+00,,3.11668E+00,3.66438E+02,3.10967E+00,2.75712E+02
5.25701E+00,,5.38811E+00,9.66897E+00,5.25701E+00,,5.25701E+00,,3.11621E+00,3.66976E+02,3.10921E+00,2.76793E+02
5.25634E+00,,5.38741E+00,9.38637E+00,5.25634E+00,,5.25634E+00,,3.11575E+00,3.67814E+02,3.10874E+00,2.77244E+02
5.25568E+00,,5.38671E+00,8.64459E+00,5.25568E+00,,5.25568E+00,,3.11528E+00,3.68549E+02,3.10828E+00,2.78317E+02
5.25501E+00,,5.38601E+00,8.31056E+00,5.25501E+00,,5.25501E+00,,3.11481E+00,3.68683E+02,3.10781E+00,2.79041E+02
5.25434E+00,,5.38531E+00,8.01240E+00,5.25434E+00,,5.25434E+00,,3.11434E+00,3.69426E+02,3.10734E+00,2.79115E+02
5.25368E+00,,5.38461E+00,7.49771E+00,5.25368E+00,,5.25368E+00,,3.11388E+00,3.70698E+02,3.10688E+00,2.79543E+02
5.25301E+00,,5.38391E+00,7.69112E+00,5.25301E+00,,5.25301E+00,,3.11341E+00,3.71725E+02,3.10641E+00,2.80620E+02
5.25235E+00,,5.38321E+00,7.77350E+00,5.25235E+00,,5.25235E+00,,3.11294E+00,3.73087E+02,3.10595E+00,2.81653E+02
5.25168E+00,,5.38252E+00,7.15474E+00,5.25168E+00,,5.25168E+00,,3.11247E+00,3.75043E+02,3.10548E+00,2.82329E+02
5.25102E+00,,5.38182E+00,6.97624E+00,5.25102E+00,,5.25102E+00,,3.11201E+00,3.76109E+02,3.10502E+00,2.83124E+02
5.25036E+00,,5.38112E+00,7.11094E+00,5.25036E+00,,5.25036E+00,,3.11154E+00,3.76299E+02,3.10455E+00,2.83557E+02
5.24969E+00,,5.38042E+00,8.00441E+00,5.24969E+00,,5.24969E+00,,3.11107E+00,3.76468E+02,3.10409E+00,2.84119E+02
5.24903E+00,,5.37973E+00,8.97149E+00,5.24903E+00,,5.24903E+00,,3.11061E+00,3.77036E+02,3.10362E+00,2.85046E+02
5.24836E+00,,5.37902E+00,9.31524E+00,5.24836E+00,,5.24836E+00,,3.11014E+00,3.78893E+02,3.10316E+00,2.85478E+02
5.24770E+00,,5.37833E+00,9.86253E+00,5.24770E+00,,5.24770E+00,,3.10967E+00,3.80021E+02,3.10270E+00,2.86751E+02
5.24703E+00,,5.37763E+00,1.00776E+01,5.24703E+00,,5.24703E+00,,3.10921E+00,3.81017E+02,3.10223E+00,2.88246E+02
5.24637E+00,,5.37693E+00,7.96969E+00,5.24637E+00,,5.24637E+00,,3.10874E+00,3.82600E+02,3.10177E+00,2.88947E+02
5.24571E+00,,5.37624E+00,7.04979E+00,5.24571E+00,,5.24571E+00,,3.10828E+00,3.82965E+02,3.10130E+00,2.88934E+02
5.24504E+00,,5.37554E+00,7.79940E+00,5.24504E+00,,5.24504E+00,,3.10781E+00,3.83228E+02,3.10084E+00,2.89647E+02
5.24438E+00,,5.37484E+00,8.12427E+00,5.24438E+00,,5.24438E+00,,3.10734E+00,3.85170E+02,3.10038E+00,2.91644E+02
5.24372E+00,,5.37415E+00,8.82595E+00,5.24372E+00,,5.24372E+00,,3.10688E+00,3.86589E+02,3.09991E+00,2.92918E+02
5.24305E+00,,5.37345E+00,8.12731E+00,5.24305E+00,,5.24305E+00,,3.10641E+00,3.87301E+02,3.09945E+00,2.93729E+02
5.24239E+00,,5.37276E+00,7.52251E+00,5.24239E+00,,5.24239E+00,,3.10595E+00,3.87903E+02,3.09899E+00,2.94096E+02
5.24173E+00,,5.37206E+00,8.29485E+00,5.24173E+00,,5.24173E+00,,3.10548E+00,3.89062E+02,3.09852E+00,2.93713E+02
5.24107E+00,,5.37137E+00,7.96115E+00,5.24107E+00,,5.24107E+00,,3.10502E+00,3.89975E+02,3.09806E+00,2.94003E+02
5.24041E+00,,5.37067E+00,7.79582E+00,5.24041E+00,,5.24041E+00,,3.10455E+00,3.91510E+02,3.09760E+00,2.95712E+02
5.23974E+00,,5.36998E+00,7.93111E+00,5.23974E+00,,5.23974E+00,,3.10409E+00,3.91791E+02,3.09714E+00,2.96823E+02
5.23908E+00,,5.36928E+00,8.11656E+00,5.23908E+00,,5.23908E+00,,3.10362E+00,3.91051E+02,3.09667E+00,2.98206E+02
5.23842E+00,,5.36859E+00,7.20129E+00,5.23842E+00,,5.23842E+00,,3.10316E+00,3.91485E+02,3.09621E+00,2.98997E+02
5.23776E+00,,5.36789E+00,6.49452E+00,5.23776E+00,,5.23776E+00,,3.10270E+00,3.92855E+02,3.09575E+00,2.98205E+02
5.23710E+00,,5.36719E+00,6.88534E+00,5.23710E+00,,5.23710E+00,,3.10223E+00,3.94175E+02,3.09529E+00,2.98887E+02
5.23644E+00,,5.36650E+00,6.96192E+00,5.23644E+00,,5.23644E+00,,3.10177E+00,3.96361E+02,3.09483E+00,3.00288E+02
5.23577E+00,,5.36581E+00,6.84651E+00,5.23577E+00,,5.23577E+00,,3.10130E+00,3.97720E+02,3.09436E+00,3.01109E+02
5.23511E+00,,5.36511E+00,7.84321E+00,5.23511E+00,,5.23511E+00,,3.10084E+00,3.97722E+02,3.09390E+00,3.01557E+02
5.23445E+00,,5.36442E+00,8.46407E+00,5.23445E+00,,5.23445E+00,,3.10038E+00,3.98670E+02,3.09344E+00,3.02070E+02
5.23379E+00,,5.36372E+00,7.93827E+00,5.23379E+00,,5.23379E+00,,3.09991E+00,3.99621E+02,3.09298E+00,3.02884E+02
5.23313E+00,,5.36303E+00,8.12841E+00,5.23313E+00,,5.23313E+00,,3.09945E+00,4.00396E+02,3.09252E+00,3.04028E+02
5.23247E+00,,5.36234E+00,8.09231E+00,5.23247E+00,,5.23247E+00,,3.09899E+00,4.01173E+02,3.09206E+00,3.04742E+02
5.23181E+00,,5.36165E+00,7.11975E+00,5.23181E+00,,5.23181E+00,,3.09852E+00,4.02047E+02,3.09160E+00,3.05388E+02
5.23115E+00,,5.36095E+00,7.67211E+00,5.23115E+00,,5.23115E+00,,3.09806E+00,4.03247E+02,3.09114E+00,3.06452E+02
5.23049E+00,,5.36026E+00,9.47018E+00,5.23049E+00,,5.23049E+00,,3.09760E+00,4.04557E+02,3.09068E+00,3.07199E+02
5.22984E+00,,5.35957E+00,9.74396E+00,5.22984E+00,,5.22984E+00,,3.09714E+00,4.05376E+02,3.09021E+00,3.07905E+02
5.22918E+00,,5.35888E+00,7.89171E+00,5.22918E+00,,5.22918E+00,,3.09667E+00,4.05926E+02,3.08975E+00,3.09161E+02
5.22852E+00,,5.35818E+00,7.92477E+00,5.22852E+00,,5.22852E+00,,3.09621E+00,4.07062E+02,3.08929E+00,3.09787E+02
5.22786E+00,,5.35749E+00,7.86360E+00,5.22786E+00,,5.22786E+00,,3.09575E+00,4.08354E+02,3.08883E+00,3.10369E+02
5.22720E+00,,5.35680E+00,7.39771E+00,5.22720E+00,,5.22720E+00,,3.09529E+00,4.09459E+02,3.08837E+00,3.10648E+02
5.22654E+00,,5.35611E+00,7.16934E+00,5.22654E+00,,5.22654E+00,,3.09483E+00,4.09514E+02,3.08792E+00,3.11143E+02
5.22588E+00,,5.35541E+00,6.35572E+00,5.22588E+00,,5.22588E+00,,3.09436E+00,4.09509E+02,3.08746E+00,3.12534E+02
5.22522E+00,,5.35472E+00,6.52674E+00,5.22522E+00,,5.22522E+00,,3.09390E+00,4.10628E+02,3.08700E+00,3.13609E+02
5.22456E+00,,5.35403E+00,8.59994E+00,5.22456E+00,,5.22456E+00,,3.09344E+00,4.11235E+02,3.08654E+00,3.13663E+02
5.22391E+00,,5.35334E+00,8.08818E+00,5.22391E+00,,5.22391E+00,,3.09298E+00,4.12649E+02,3.08608E+00,3.13390E+02
5.22325E+00,,5.35265E+00,7.28393E+00,5.22325E+00,,5.22325E+00,,3.09252E+00,4.15085E+02,3.08562E+00,3.14925E+02
5.22259E+00,,5.35196E+00,7.66440E+00,5.22259E+00,,5.22259E+00,,3.09206E+00,4.15518E+02,3.08516E+00,3.16249E+02
5.22193E+00,,5.35127E+00,9.04591E+00,5.22193E+00,,5.22193E+00,,3.09160E+00,4.15816E+02,3.08470E+00,3.16378E+02
5.22128E+00,,5.35058E+00,1.03330E+01,5.22128E+00,,5.22128E+00,,3.09114E+00,4.16628E+02,3.08424E+00,3.16045E+02
5.22062E+00,,5.34989E+00,1.40685E+01,5.22062E+00,,5.22062E+00,,3.09068E+00,4.17302E+02,3.08378E+00,3.16551E+02
5.21996E+00,,5.34920E+00,1.36262E+01,5.21996E+00,,5.21996E+00,,3.09021E+00,4.17559E+02,3.08333E+00,3.17792E+02
5.21931E+00,,5.34851E+00,9.11510E+00,5.21931E+00,,5.21931E+00,,3.08975E+00,4.17605E+02,3.08287E+00,3.18687E+02
5.21865E+00,,5.34782E+00,7.59662E+00,5.21865E+00,,5.21865E+00,,3.08929E+00,4.19167E+02,3.08241E+00,3.19082E+02
5.21799E+00,,5.34713E+00,6.72146E+00,5.21799E+00,,5.21799E+00,,3.08883E+00,4.19529E+02,3.08195E+00,3.20265E+02
5.21734E+00,,5.34644E+00,6.77489E+00,5.21734E+00,,5.21734E+00,,3.08837E+00,4.19544E+02,3.08149E+00,3.21158E+02
5.21668E+00,,5.34576E+00,7.66633E+00,5.21668E+00,,5.21668E+00,,3.08792E+00,4.21137E+02,3.08103E+00,3.21340E+02
5.21603E+00,,5.34506E+00,7.94406E+00,5.21603E+00,,5.21603E+00,,3.08746E+00,4.22525E+02,3.08058E+00,3.22165E+02
5.21537E+00,,5.34438E+00,7.31534E+00,5.21537E+00,,5.21537E+00,,3.08700E+00,4.23014E+02,3.08012E+00,3.22879E+02
5.21471E+00,,5.34369E+00,7.48256E+00,5.21471E+00,,5.21471E+00,,3.08654E+00,4.23296E+02,3.07966E+00,3.23436E+02
5.21406E+00,,5.34300E+00,7.26685E+00,5.21406E+00,,5.21406E+00,,3.08608E+00,4.25335E+02,3.07920E+00,3.23930E+02
5.21340E+00,,5.34231E+00,6.91096E+00,5.21340E+00,,5.21340E+00,,3.08562E+00,4.26316E+02,3.07875E+00,3.24375E+02
5.21275E+00,,5.34162E+00,7.40845E+00,5.21275E+00,,5.21275E+00,,3.08516E+00,4.25880E+02,3.07829E+00,3.24784E+02
5.21209E+00,,5.34094E+00,7.72804E+00,5.21209E+00,,5.21209E+00,,3.08470E+00,4.25725E+02,3.07783E+00,3.25444E+02
5.21144E+00,,5.34025E+00,7.33324E+00,5.21144E+00,,5.21144E+00,5.85830E-01,3.08424E+00,4.26144E+02,3.07738E+00,3.26752E+02
5.21078E+00,,5.33956E+00,7.07706E+00,5.21078E+00,,5.21078E+00,1.21027E+00,3.08378E+00,4.27435E+02,3.07692E+00,3.26757E+02
5.21013E+00,,5.33887E+00,7.39743E+00,5.21013E+00,,5.21013E+00,5.37190E-01,3.08333E+00,4.28712E+02,3.07646E+00,3.27437E+02
5.20948E+00,,5.33819E+00,6.70714E+00,5.20948E+00,,5.20948E+00,,3.08287E+00,4.29183E+02,3.07601E+00,3.28761E+02
5.20882E+00,,5.33750E+00,5.59218E+00,5.20882E+00,,5.20882E+00,,3.08241E+00,4.29415E+02,3.07555E+00,3.29328E+02
5.20817E+00,,5.33681E+00,4.95712E+00,5.20817E+00,,5.20817E+00,,3.08195E+00,4.29984E+02,3.07510E+00,3.29881E+02
5.20751E+00,,5.33613E+00,4.81207E+00,5.20751E+00,,5.20751E+00,,3.08149E+00,4.30471E+02,3.07464E+00,3.30704E+02
5.20686E+00,,5.33544E+00,5.00804E+00,5.20686E+00,,5.20686E+00,,3.08103E+00,4.31145E+02,3.07418E+00,3.31342E+02
5.20621E+00,,5.33476E+00,5.18035E+00,5.20621E+00,,5.20621E+00,,3.08058E+00,4.31937E+02,3.07373E+00,3.31619E+02
5.20555E+00,,5.33407E+00,4.81922E+00,5.20555E+00,,5.20555E+00,,3.08012E+00,4.32701E+02,3.07327E+00,3.32640E+02
5.20490E+00,,5.33338E+00,5.30340E+00,5.20490E+00,,5.20490E+00,,3.07966E+00,4.33600E+02,3.07282E+00,3.34528E+02
5.20425E+00,,5.33270E+00,5.06529E+00,5.20425E+00,,5.20425E+00,,3.07920E+00,4.34599E+02,3.07236E+00,3.34630E+02
5.20359E+00,,5.33201E+00,4.81785E+00,5.20359E+00,,5.20359E+00,,3.07875E+00,4.35509E+02,3.07191E+00,3.34652E+02
5.20294E+00,,5.33133E+00,5.30890E+00,5.20294E+00,,5.20294E+00,,3.07829E+00,4.36140E+02,3.07145E+00,3.35825E+02
5.20229E+00,,5.33064E+00,6.00986E+00,5.20229E+00,,5.20229E+00,,3.07783E+00,4.37211E+02,3.07100E+00,3.36217E+02
5.20164E+00,,5.32996E+00,5.95617E+00,5.20164E+00,,5.20164E+00,,3.07738E+00,4.37783E+02,3.07054E+00,3.36566E+02
5.20098E+00,,5.32927E+00,6.32461E+00,5.20098E+00,,5.20098E+00,,3.07692E+00,4.37689E+02,3.07009E+00,3.37405E+02
5.20033E+00,,5.32859E+00,6.63388E+00,5.20033E+00,,5.20033E+00,,3.07646E+00,4.39166E+02,3.06964E+00,3.38037E+02
5.19968E+00,,5.32790E+00,6.64407E+00,5.19968E+00,,5.19968E+00,,3.07601E+00,4.40010E+02,3.06918E+00,3.38672E+02
5.19903E+00,,5.32722E+00,6.41548E+00,5.19903E+00,,5.19903E+00,2.84380E-01,3.07555E+00,4.40276E+02,3.06873E+00,3.39422E+02
5.19838E+00,,5.32654E+00,6.05061E+00,5.19838E+00,,5.19838E+00,7.70780E-01,3.07510E+00,4.40963E+02,3.06827E+00,3.40725E+02
5.19773E+00,,5.32585E+00,6.46175E+00,5.19773E+00,,5.19773E+00,1.25809E+00,3.07464E+00,4.42233E+02,3.06782E+00,3.41634E+02
5.19708E+00,,5.32517E+00,7.28393E+00,5.19708E+00,,5.19708E+00,1.55470E+00,3.07418E+00,4.43620E+02,3.06737E+00,3.42134E+02
5.19642E+00,,5.32448E+00,7.74788E+00,5.19642E+00,,5.19642E+00,1.73999E+00,3.07373E+00,4.43503E+02,3.06691E+00,3.42207E+02
5.19577E+00,,5.32380E+00,6.79032E+00,5.19577E+00,,5.19577E+00,1.45849E+00,3.07327E+00,4.42913E+02,3.06646E+00,3.42098E+02
5.19512E+00,,5.32312E+00,5.46554E+00,5.19512E+00,,5.19512E+00,,3.07282E+00,4.43299E+02,3.06601E+00,3.42851E+02
5.19447E+00,,5.32243E+00,5.05979E+00,5.19447E+00,,5.19447E+00,4.48150E-01,3.07236E+00,4.43853E+02,3.06555E+00,3.44104E+02
5.19382E+00,,5.32175E+00,4.76528E+00,5.19382E+00,,5.19382E+00,1.14815E+00,3.07191E+00,4.44948E+02,3.06510E+00,3.44252E+02
5.19317E+00,,5.32107E+00,4.87592E+00,5.19317E+00,,5.19317E+00,4.78110E-01,3.07145E+00,4.45711E+02,3.06465E+00,3.44421E+02
5.19252E+00,,5.32039E+00,5.50766E+00,5.19252E+00,,5.19252E+00,,3.07100E+00,4.46390E+02,3.06419E+00,3.45991E+02
5.19187E+00,,5.31970E+00,5.76756E+00,5.19187E+00,,5.19187E+00,,3.07054E+00,4.47150E+02,3.06374E+00,3.47536E+02
5.19122E+00,,5.31902E+00,5.86833E+00,5.19122E+00,,5.19122E+00,,3.07009E+00,4.47804E+02,3.06329E+00,3.47951E+02
5.19057E+00,,5.31834E+00,4.95106E+00,5.19057E+00,,5.19057E+00,,3.06964E+00,4.48094E+02,3.06284E+00,3.48577E+02
5.18992E+00,,5.31766E+00,4.47162E+00,5.18992E+00,,5.18992E+00,,3.06918E+00,4.48444E+02,3.06238E+00,3.49339E+02
5.18927E+00,,5.31698E+00,5.63788E+00,5.18927E+00,,5.18927E+00,,3.06873E+00,4.49198E+02,3.06193E+00,3.49291E+02
5.18862E+00,,5.31630E+00,5.90523E+00,5.18862E+00,,5.18862E+00,,3.06827E+00,4.49977E+02,3.06148E+00,3.49460E+02
5.18798E+00,,5.31561E+00,4.94170E+00,5.18798E+00,,5.18798E+00,,3.06782E+00,4.50671E+02,3.06103E+00,3.50312E+02
5.18733E+00,,5.31493E+00,4.14608E+00,5.18733E+00,,5.18733E+00,,3.06737E+00,4.51634E+02,3.06058E+00,3.51175E+02
5.18668E+00,,5.31425E+00,5.37139E+00,5.18668E+00,,5.18668E+00,,3.06691E+00,4.51898E+02,3.06012E+00,3.51613E+02
5.18603E+00,,5.31357E+00,5.69543E+00,5.18603E+00,,5.18603E+00,,3.06646E+00,4.51274E+02,3.05967E+00,3.51841E+02
5.18538E+00,,5.31289E+00,5.40498E+00,5.18538E+00,,5.18538E+00,,3.06601E+00,4.51188E+02,3.05922E+00,3.53021E+02
5.18473E+00,,5.31221E+00,6.16571E+00,5.18473E+00,,5.18473E+00,,3.06555E+00,4.52810E+02,3.05877E+00,3.53151E+02
5.18409E+00,,5.31153E+00,6.63195E+00,5.18409E+00,,5.18409E+00,,3.06510E+00,4.54560E+02,3.05832E+00,3.53016E+02
5.18344E+00,,5.31085E+00,6.76250E+00,5.18344E+00,,5.18344E+00,,3.06465E+00,4.54889E+02,3.05787E+00,3.54639E+02
5.18279E+00,,5.31017E+00,6.76443E+00,5.18279E+00,,5.18279E+00,,3.06419E+00,4.56124E+02,3.05742E+00,3.56464E+02
5.18214E+00,,5.30949E+00,6.59670E+00,5.18214E+00,,5.18214E+00,,3.06374E+00,4.57871E+02,3.05697E+00,3.57784E+02
5.18149E+00,,5.30881E+00,6.05034E+00,5.18149E+00,,5.18149E+00,,3.06329E+00,4.58321E+02,3.05652E+00,3.58809E+02
5.18085E+00,,5.30813E+00,6.00766E+00,5.18085E+00,,5.18085E+00,,3.06284E+00,4.57946E+02,3.05607E+00,3.58601E+02
5.18020E+00,,5.30745E+00,6.17728E+00,5.18020E+00,,5.18020E+00,1.74750E-01,3.06238E+00,4.59011E+02,3.05562E+00,3.58594E+02
5.17955E+00,,5.30677E+00,6.66913E+00,5.17955E+00,,5.17955E+00,1.72270E-01,3.06193E+00,4.59679E+02,3.05517E+00,3.59594E+02
